A_0	A_1	A_2	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	#	1	0	#	#	1	#	1	0	0	0	1.0
#	#	#	0	0	0	#	1	#	0	#	0	0.13168724279835387
1	0	0	#	#	#	#	1	0	#	1	1	1.0
1	#	1	#	0	1	#	#	#	0	#	1	1.0
#	#	#	1	#	1	1	0	1	0	#	0	0.004115226337448558
1	0	#	0	1	1	1	1	#	#	0	0	1.0
#	0	1	#	0	#	0	#	1	#	0	1	1.0
0	0	0	#	1	0	#	1	#	#	#	1	1.0
0	1	#	#	0	0	#	0	1	0	0	0	1.0
0	1	#	#	#	#	#	#	#	#	#	1	0.03748187928181567
0	#	#	1	0	0	#	0	#	0	#	0	0.004115226337448558
0	0	0	#	0	0	#	#	#	1	1	1	1.0
1	1	0	#	0	#	#	#	#	0	0	0	1.0
1	#	#	0	#	#	0	#	1	1	#	1	1.0
#	0	#	1	#	#	1	#	1	#	1	1	1.0
1	0	1	0	0	0	#	#	1	#	0	1	1.0
0	1	0	1	#	#	0	0	0	1	#	0	1.0
0	1	1	#	#	#	0	#	1	0	#	0	1.0
0	1	1	0	0	#	#	#	1	#	1	0	1.0
1	#	#	0	#	0	1	#	0	#	#	1	0.07775999999999998
0	#	#	#	1	0	0	#	#	1	#	0	0.010240000000000003
1	0	1	#	1	#	#	#	#	#	#	1	0.03125
#	0	0	#	#	#	#	#	0	0	1	0	0.3276800000000001
#	#	1	#	#	#	1	1	#	#	#	0	0.03125
0	0	1	1	0	1	#	0	#	#	#	0	1.0
1	1	1	#	#	0	0	#	#	#	0	0	1.0
0	#	#	0	1	1	1	#	0	0	0	1	1.0
0	1	#	#	0	#	#	#	#	#	#	0	0.18593443208187066
#	#	1	0	#	#	#	0	1	#	1	0	0.13168724279835387
0	0	0	0	0	#	1	#	1	#	0	0	1.0
0	0	#	#	1	0	#	#	#	#	#	1	1.0
0	0	0	#	0	#	1	0	1	#	0	1	1.0
1	#	1	#	0	#	1	#	0	0	0	0	1.0
#	#	1	1	1	#	#	1	#	1	1	0	1.0
#	#	#	#	1	1	#	0	#	#	#	0	0.03125
#	1	#	0	1	0	#	0	1	0	#	0	1.0
1	1	#	#	0	0	0	#	#	#	#	1	1.0
#	0	1	#	0	#	#	#	#	#	#	1	0.03125
1	#	1	#	0	1	0	#	1	0	0	1	0.1
1	0	1	0	#	1	1	1	#	#	0	0	0.066384
#	#	#	#	1	#	1	1	#	#	0	0	0.03125
#	#	0	#	1	0	#	0	#	1	1	0	1.0
#	#	0	#	#	#	1	1	1	#	#	0	1.0
1	#	#	0	#	#	#	#	#	1	#	0	0.001903968584518355
1	1	#	0	#	#	#	#	#	#	1	0	0.0009765625
1	#	#	#	#	#	0	#	1	1	#	1	0.2373046875
1	#	#	0	#	#	0	#	1	1	1	1	1.0
0	#	#	#	1	0	0	#	1	1	0	0	0.1
1	#	#	1	1	0	0	#	1	1	#	0	1.0
#	#	#	#	1	0	0	#	#	0	0	0	1.0
1	0	#	#	#	0	#	#	0	#	1	1	0.0
1	#	0	#	#	#	1	1	0	#	#	1	1.0
#	0	#	1	0	#	#	#	0	0	#	0	1.0
0	#	#	#	1	1	0	0	0	#	0	1	1.0
0	#	#	1	0	1	1	#	0	#	0	1	1.0
1	0	#	#	#	0	#	#	#	#	#	0	1.0
0	#	#	#	#	#	#	#	#	#	#	1	0.07775999999999998
0	1	#	#	#	#	#	#	#	#	1	1	0.004115226337448558
1	1	0	#	#	0	#	0	#	#	0	0	1.0
#	1	0	0	0	0	#	1	#	0	#	0	0.013168724279835387
1	0	1	1	#	#	1	#	1	#	1	1	0.051562500000000004
#	0	#	#	1	#	#	#	#	#	#	1	0.2373046875
1	1	1	#	1	1	#	0	#	#	#	1	0.03125
1	0	#	1	0	1	0	0	1	0	#	0	1.0
1	1	1	#	#	0	0	#	#	0	0	0	0.1
#	#	#	#	#	0	0	#	#	#	0	0	0.03125
#	#	0	#	0	1	1	1	0	#	#	1	0.1
